link_id, artifact_id, code_path, artifact_content, code_url
"15","DD-753","python/edu.nd.dronology.gstation1.python/src/control.py","The _GCS_ shall send the UAV's current coordinates to the _GCSMiddleware_ when they are received from the UAV.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/control.py"
"16","DD-752","python/edu.nd.dronology.gstation1.python/src/communication/message.py","The _GCS_ requests the UAV's current coordinates every {{UAV_MESSAGE_STATE_FREQUENCY}} seconds.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/communication/message.py"
"16","DD-752","python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py","The _GCS_ requests the UAV's current coordinates every {{UAV_MESSAGE_STATE_FREQUENCY}} seconds.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py"
"21","DD-747","python/edu.nd.dronology.gstation1.python/src/communication/message.py","The _GCS_ shall send the home location  a time stamp  and the {{UAV_ID}} to the _GCSMiddleware_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/communication/message.py"
"21","DD-747","python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py","The _GCS_ shall send the home location  a time stamp  and the {{UAV_ID}} to the _GCSMiddleware_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py"
"23","DD-745","python/edu.nd.dronology.gstation1.python/src/communication/command.py","When the _GCS_ receives a set frequency command from the _GCSMiddleware_ it shall adjust its messange frequency accordingly.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/communication/command.py"
"23","DD-745","python/edu.nd.dronology.gstation1.python/src/control.py","When the _GCS_ receives a set frequency command from the _GCSMiddleware_ it shall adjust its messange frequency accordingly.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/control.py"
"23","DD-745","python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py","When the _GCS_ receives a set frequency command from the _GCSMiddleware_ it shall adjust its messange frequency accordingly.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py"
"23","DD-745","python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py","When the _GCS_ receives a set frequency command from the _GCSMiddleware_ it shall adjust its messange frequency accordingly.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py"
"24","DD-744","python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py","Message frequency shall be defined in units of seconds.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py"
"25","DD-743","python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py","The default message frequency for UAV state messages shall be {{UAV_MESSAGE_STATE_FREQUENCY}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py"
"26","DD-742","python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py","The default message frequency for UAV monitoring messages shall be {{UAV_MESSAGE_MON_FREQUENCY}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/__init__.py"
"28","DD-740","python/edu.nd.dronology.gstation1.python/src/communication/command.py","The _GCS_ shall transform commands into a vehicle specific format.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/communication/command.py"
"28","DD-740","python/edu.nd.dronology.gstation1.python/src/control.py","The _GCS_ shall transform commands into a vehicle specific format.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/control.py"
"28","DD-740","python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py","The _GCS_ shall transform commands into a vehicle specific format.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/python/edu.nd.dronology.gstation1.python/src/vehicle/copter.py"
"30","DD-737","edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/DroneFleetManager.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/DroneFleetManager.java"
"30","DD-737","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java"
"30","DD-737","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/DispatchQueueManager.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/DispatchQueueManager.java"
"30","DD-737","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/ReadDispatcher.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/ReadDispatcher.java"
"30","DD-737","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/service/connector/DroneConnectorService.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/service/connector/DroneConnectorService.java"
"30","DD-737","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/service/connector/DroneConnectorServiceInstance.java","When a socket error or time-out occurs  all UAVs associated with the _GCS_ shall be deactivated.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/service/connector/DroneConnectorServiceInstance.java"
"32","DD-735","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/TakeoffCommand.java","The {{TAKEOFF}} command shall specify the target altitude","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/TakeoffCommand.java"
"33","DD-734","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetVelocityCommand.java","The {{SET_VELOCITY}} shall specify a velocity vector specified using NED (North  East  Down) directions.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetVelocityCommand.java"
"34","DD-733","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetGroundSpeedCommand.java","The {{SET_GROUNDSPEED}} command shall specify ground speed in meters per second.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetGroundSpeedCommand.java"
"35","DD-732","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/GoToCommand.java","The {{GOTO_WAYPOINT}} command shall include a target latitude  longitude  and altitude coordinate","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/GoToCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/CommandIds.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/CommandIds.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/EmergencyStopCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/EmergencyStopCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/GoToCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/GoToCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/IDroneCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/IDroneCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/LandCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/LandCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetGroundSpeedCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetGroundSpeedCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetVelocityCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetVelocityCommand.java"
"36","DD-731","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/TakeoffCommand.java","Each movement command shall specify one of the following command types: {{GOTO_WAYPOINT  SET_GROUNDSPEED  SET_VELOCITY  TAKEOFF  LAND  HOVER}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/TakeoffCommand.java"
"37","DD-730","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/AbstractDroneCommand.java","Each command shall include a unique {{UAV_ID}}","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/AbstractDroneCommand.java"
"39","DD-728","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetStateFrequencyCommand.java","The _GCSMiddleware_ shall be able to handle and send a setStateFrequency command to the respective _GCS_ containing the desired Frequency in ms.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetStateFrequencyCommand.java"
"40","DD-727","edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetMonitoringFrequencyCommand.java","The _GCSMiddleware_ shall be able to handle and send a setMonitoringFrequency command to the respective _GCS_ containing the desired Frequency in ms.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/vehicle/commands/SetMonitoringFrequencyCommand.java"
"41","DD-724","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMessageFactory.java","UAV State messages shall be formatted as JSON objects and contain both mandatory and optional elements.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMessageFactory.java"
"41","DD-724","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVStateMessage.java","UAV State messages shall be formatted as JSON objects and contain both mandatory and optional elements.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVStateMessage.java"
"42","DD-723","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMessageFactory.java","UAV Monitoring messages shall be formatted as JSON objects and contain arbitrary information regarding a single UAV.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMessageFactory.java"
"42","DD-723","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMonitoringMessage.java","UAV Monitoring messages shall be formatted as JSON objects and contain arbitrary information regarding a single UAV.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVMonitoringMessage.java"
"47","DD-718","edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/AbstractDroneFleetFactory.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/AbstractDroneFleetFactory.java"
"47","DD-718","edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/PhysicalDroneFleetFactory.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/PhysicalDroneFleetFactory.java"
"47","DD-718","edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/VirtualDroneFleetFactory.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/VirtualDroneFleetFactory.java"
"47","DD-718","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/DispatchQueueManager.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/DispatchQueueManager.java"
"47","DD-718","edu.nd.dronology.services.core/src/edu/nd/dronology/services/core/info/DroneInitializationInfo.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.services.core/src/edu/nd/dronology/services/core/info/DroneInitializationInfo.java"
"47","DD-718","edu.nd.dronology.services/src/edu/nd/dronology/services/dronesetup/DroneSetupService.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.services/src/edu/nd/dronology/services/dronesetup/DroneSetupService.java"
"47","DD-718","edu.nd.dronology.services/src/edu/nd/dronology/services/dronesetup/DroneSetupServiceInstance.java","The _GCSMiddleware_ shall call the _UAVActivationManager_ to request UAV activation.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.services/src/edu/nd/dronology/services/dronesetup/DroneSetupServiceInstance.java"
"48","DD-716","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/ReadDispatcher.java","In step three  the _GCS_ announces its current set of recognized UAVs to the _GCSMiddleware_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/dispatch/ReadDispatcher.java"
"48","DD-716","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVHandshakeMessage.java","In step three  the _GCS_ announces its current set of recognized UAVs to the _GCSMiddleware_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/UAVHandshakeMessage.java"
"49","DD-715","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java","In step two  the _GCSMiddleware_ accepts the connection and sends a handshake message.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java"
"51","DD-713","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java","Each _GCS_ connecting to the  _GCSMiddleware_ shall be identified through a unique {{GROUNDSTATION_ID}}.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java"
"51","DD-713","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/ConnectionRequestMessage.java","Each _GCS_ connecting to the  _GCSMiddleware_ shall be identified through a unique {{GROUNDSTATION_ID}}.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/messages/ConnectionRequestMessage.java"
"52","DD-712","edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/RuntimeDroneTypes.java","The _GCSMiddleware_ shall only accept one connection for each _GCS_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/fleet/RuntimeDroneTypes.java"
"52","DD-712","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java","The _GCSMiddleware_ shall only accept one connection for each _GCS_.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/GroundstationConnector.java"
"53","DD-711","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/connect/IncommingGroundstationConnectionServer.java","The _GCSMiddleware_ shall accept connections with multiple _GCS_ ","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/connect/IncommingGroundstationConnectionServer.java"
"54","DD-710","edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/connect/IncommingGroundstationConnectionServer.java","The _GCSMiddleware_ shall specify a predefined {{GCS_PORT}} where _GCS_ can connect.","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.gstation.python.connector/src/edu/nd/dronology/gstation/connector/connect/IncommingGroundstationConnectionServer.java"
"56","DD-707","edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/ArtifactIdentifier.java","A monitoring message shall contain a (hierarchical) identifier describing the topic  a message type  a timestamp  and arbitrary serializeable data attached to the message","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/ArtifactIdentifier.java"
"56","DD-707","edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/IMonitorableMessage.java","A monitoring message shall contain a (hierarchical) identifier describing the topic  a message type  a timestamp  and arbitrary serializeable data attached to the message","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/IMonitorableMessage.java"
"56","DD-707","edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/messages/UAVMonitorableMessage.java","A monitoring message shall contain a (hierarchical) identifier describing the topic  a message type  a timestamp  and arbitrary serializeable data attached to the message","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.core/src/edu/nd/dronology/core/monitoring/messages/UAVMonitorableMessage.java"
"58","DD-705","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java","The _DronologyRuntimeMonitor_ shall provide means to define wildcards i.e.  a client receives messages from all topics associated with the wildcard","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java"
"58","DD-705","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java","The _DronologyRuntimeMonitor_ shall provide means to define wildcards i.e.  a client receives messages from all topics associated with the wildcard","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java"
"58","DD-705","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java","The _DronologyRuntimeMonitor_ shall provide means to define wildcards i.e.  a client receives messages from all topics associated with the wildcard","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java"
"58","DD-705","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringServiceInstance.java","The _DronologyRuntimeMonitor_ shall provide means to define wildcards i.e.  a client receives messages from all topics associated with the wildcard","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringServiceInstance.java"
"59","DD-704","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java","Topics shall be organized in a hierarchical manner meaning that clients can subscribe to all messages  messages from certain GCS  UAVS  and properties","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java"
"59","DD-704","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java","Topics shall be organized in a hierarchical manner meaning that clients can subscribe to all messages  messages from certain GCS  UAVS  and properties","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java"
"59","DD-704","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java","Topics shall be organized in a hierarchical manner meaning that clients can subscribe to all messages  messages from certain GCS  UAVS  and properties","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java"
"59","DD-704","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringServiceInstance.java","Topics shall be organized in a hierarchical manner meaning that clients can subscribe to all messages  messages from certain GCS  UAVS  and properties","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringServiceInstance.java"
"60","DD-703","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java","Clients shall be able to subscribe to any number of topics","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringService.java"
"60","DD-703","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java","Clients shall be able to subscribe to any number of topics","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/DroneMonitoringServiceRemoteFacade.java"
"60","DD-703","edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java","Clients shall be able to subscribe to any number of topics","https://github.com/SAREC-Lab/Dronology/blob/DATASET_V001/edu.nd.dronology.monitoring/src/edu/nd/dronology/monitoring/service/IDroneMonitoringRemoteService.java"
